Pos,Strand,Locus_tag,Product,UTRlength,GeneLength,Primary,Secondary,Internal,Antisense,Putative sRNA,Putative asRNA
4382017,+,b4156,putative transporter,,1503.0,0,0,1,0,0,0
4382424,+,b4156,putative transporter,,1503.0,0,0,1,0,0,0
4383230,+,b4157,hypothetical protein,186.0,315.0,1,0,0,0,0,0
4383626,-,b4157,hypothetical protein,,315.0,0,0,0,1,0,1
4383778,+,b4158,inner membrane protein,,315.0,0,0,1,0,0,0
4384169,-,b4159,mechanosensitive channel protein%2C miniconductance,,3324.0,0,0,1,0,0,0
4385125,-,b4159,mechanosensitive channel protein%2C miniconductance,,3324.0,0,0,1,0,0,0
4387178,+,b4159,mechanosensitive channel protein%2C miniconductance,,3324.0,0,0,0,1,0,1
4387201,+,b4159,mechanosensitive channel protein%2C miniconductance,,3324.0,0,0,0,1,0,1
4387491,-,b4159,mechanosensitive channel protein%2C miniconductance,98.0,3324.0,1,0,0,0,0,0
4388283,+,b4160,phosphatidylserine decarboxylase,,969.0,0,0,0,1,0,1
4388462,-,b4160,phosphatidylserine decarboxylase,79.0,969.0,1,0,0,0,0,0
4388659,-,b4160,phosphatidylserine decarboxylase,276.0,969.0,0,1,0,0,0,0
4389123,+,b4161,ribosome small subunit-dependent GTPase A,,1053.0,0,0,0,1,0,1
4389569,-,b4161,ribosome small subunit-dependent GTPase A,37.0,1053.0,1,0,0,0,0,1
4389612,-,b4161,ribosome small subunit-dependent GTPase A,80.0,1053.0,0,1,0,0,0,1
4389698,-,b4161,ribosome small subunit-dependent GTPase A,166.0,1053.0,0,1,0,0,0,1
4389734,-,b4161,ribosome small subunit-dependent GTPase A,202.0,1053.0,0,1,0,0,0,1
4389770,+,b4162,oligoribonuclease,,546.0,0,0,1,0,0,0
4389988,+,b4162,oligoribonuclease,,546.0,0,0,1,0,0,0
4390242,+,b4163,tRNA-Gly,141.0,76.0,0,1,0,0,0,0
4390244,-,b4162,oligoribonuclease,,546.0,0,0,0,1,0,1
4390332,+,b4163,tRNA-Gly,51.0,76.0,1,0,0,0,0,0
4390495,+,b4164,tRNA-Gly,0.0,76.0,1,0,0,0,0,0
4390606,+,b4165,tRNA-Gly,0.0,76.0,1,0,0,0,0,0
4390702,+,b4670,hypothetical protein,213.0,54.0,1,0,0,0,0,0
4390920,+,b4670,hypothetical protein,,54.0,0,0,1,0,0,1
4391780,-,b4166,epoxyqueuosine reductase%2C cobalamine-stimulated%3B queosine biosynthesis,,1140.0,0,0,1,0,0,0
4391790,-,b4166,epoxyqueuosine reductase%2C cobalamine-stimulated%3B queosine biosynthesis,,1140.0,0,0,1,0,0,0
4391799,+,b4167,bifunctional NAD%28P%29H-hydrate repair enzyme%3B C-terminal domain ADP-dependent %28S%29-NAD%28P%29H-hydrate dehydratase and N-terminal domain NAD%28P%29H-hydrate epimerase,290.0,1548.0,1,0,0,0,0,1
4392115,-,b4166,epoxyqueuosine reductase%2C cobalamine-stimulated%3B queosine biosynthesis,25.0,1140.0,1,0,0,0,0,1
4392311,+,b4167,bifunctional NAD%28P%29H-hydrate repair enzyme%3B C-terminal domain ADP-dependent %28S%29-NAD%28P%29H-hydrate dehydratase and N-terminal domain NAD%28P%29H-hydrate epimerase,,1548.0,0,0,1,0,0,0
4393202,+,b4167,bifunctional NAD%28P%29H-hydrate repair enzyme%3B C-terminal domain ADP-dependent %28S%29-NAD%28P%29H-hydrate dehydratase and N-terminal domain NAD%28P%29H-hydrate epimerase,,1548.0,0,0,1,0,0,0
4393305,+,b4167,bifunctional NAD%28P%29H-hydrate repair enzyme%3B C-terminal domain ADP-dependent %28S%29-NAD%28P%29H-hydrate dehydratase and N-terminal domain NAD%28P%29H-hydrate epimerase,,1548.0,0,0,1,0,0,0
4393438,+,b4168,tRNA%28ANN%29 t%286%29A37 threonylcarbamoyladenosine modification protein%3B ADP binding protein,170.0,462.0,1,0,0,0,0,0
4393871,-,b4168,tRNA%28ANN%29 t%286%29A37 threonylcarbamoyladenosine modification protein%3B ADP binding protein,,462.0,0,0,0,1,0,1
4393911,+,b4169,N-acetylmuramoyl-l-alanine amidase II,177.0,1338.0,1,0,0,0,0,0
4394409,+,b4169,N-acetylmuramoyl-l-alanine amidase II,,1338.0,0,0,1,0,0,0
4394816,-,b4169,N-acetylmuramoyl-l-alanine amidase II,,1338.0,0,0,0,1,0,1
4395123,+,b4169,N-acetylmuramoyl-l-alanine amidase II,,1338.0,0,0,1,0,0,0
4395680,+,b4170,methyl-directed mismatch repair protein,,1848.0,0,0,1,0,0,0
4396402,+,b4170,methyl-directed mismatch repair protein,,1848.0,0,0,1,0,0,0
4396612,-,b4170,methyl-directed mismatch repair protein,,1848.0,0,0,0,1,0,1
4396629,-,b4170,methyl-directed mismatch repair protein,,1848.0,0,0,0,1,0,1
4396694,+,b4170,methyl-directed mismatch repair protein,,1848.0,0,0,1,0,0,0
4396856,+,b4170,methyl-directed mismatch repair protein,,1848.0,0,0,1,0,0,0
4397075,+,b4171,delta%282%29-isopentenylpyrophosphate tRNA-adenosine transferase,200.0,951.0,1,0,0,0,0,0
4397245,+,b4171,delta%282%29-isopentenylpyrophosphate tRNA-adenosine transferase,30.0,951.0,0,1,0,0,0,0
4397421,+,b4171,delta%282%29-isopentenylpyrophosphate tRNA-adenosine transferase,,951.0,0,0,1,0,0,0
4397825,+,b4171,delta%282%29-isopentenylpyrophosphate tRNA-adenosine transferase,,951.0,0,0,1,0,0,0
4398243,+,b4172,global sRNA chaperone%3B HF-I%2C host factor for RNA phage Q beta replication,68.0,309.0,1,0,0,0,0,0
4398282,-,b4171,delta%282%29-isopentenylpyrophosphate tRNA-adenosine transferase,,951.0,0,0,0,1,0,1
4398642,+,b4173,GTPase%2C stimulated by 50S subunit binding,53.0,1281.0,1,0,0,0,0,0
4398737,-,b4173,GTPase%2C stimulated by 50S subunit binding,,1281.0,0,0,0,1,0,1
4401254,-,b4174,modulator for HflB protease specific for phage lambda cII repressor,,1260.0,0,0,0,1,0,1
4401299,+,b4175,modulator for HflB protease specific for phage lambda cII repressor,24.0,1005.0,1,0,0,0,0,0
4401358,+,b4175,modulator for HflB protease specific for phage lambda cII repressor,,1005.0,0,0,1,0,0,0
4402320,-,b4175,modulator for HflB protease specific for phage lambda cII repressor,,1005.0,0,0,0,1,0,1
4402337,+,b4176,conserved protein%2C DUF2065 family,72.0,198.0,1,0,0,0,0,0
4402536,+,b4177,adenylosuccinate synthetase,174.0,1299.0,0,1,0,0,0,0
4402683,+,b4177,adenylosuccinate synthetase,27.0,1299.0,1,0,0,0,0,0
4402688,+,b4177,adenylosuccinate synthetase,22.0,1299.0,0,1,0,0,0,0
4403123,-,b4177,adenylosuccinate synthetase,,1299.0,0,0,0,1,0,1
4403506,-,b4177,adenylosuccinate synthetase,,1299.0,0,0,0,1,0,1
4403714,+,b4177,adenylosuccinate synthetase,,1299.0,0,0,1,0,0,0
4404020,+,b4178,nitric oxide-sensitive repressor for NO regulon,193.0,426.0,0,1,0,0,0,0
4404147,+,b4178,nitric oxide-sensitive repressor for NO regulon,66.0,426.0,1,0,0,0,0,0
4404164,-,b4178,nitric oxide-sensitive repressor for NO regulon,,426.0,0,0,0,1,0,1
4404174,+,b4178,nitric oxide-sensitive repressor for NO regulon,39.0,426.0,0,1,0,0,0,0
4404337,-,b4178,nitric oxide-sensitive repressor for NO regulon,,426.0,0,0,0,1,0,1
4404613,-,b4178,nitric oxide-sensitive repressor for NO regulon,,426.0,0,0,0,1,0,1
4404991,-,b4179,exoribonuclease R%2C RNase R,,2442.0,0,0,0,1,0,1
4405195,-,b4179,exoribonuclease R%2C RNase R,,2442.0,0,0,0,1,0,1
4405598,+,b4179,exoribonuclease R%2C RNase R,,2442.0,0,0,1,0,0,0
4406363,-,b4179,exoribonuclease R%2C RNase R,,2442.0,0,0,0,1,0,1
4406827,+,b4179,exoribonuclease R%2C RNase R,,2442.0,0,0,1,0,0,0
4407202,+,b4180,23S rRNA mG2251 2%27-O-ribose methyltransferase%2C SAM-dependent,96.0,732.0,1,0,0,0,0,0
4407369,-,b4180,23S rRNA mG2251 2%27-O-ribose methyltransferase%2C SAM-dependent,,732.0,0,0,0,1,0,1
4407498,-,b4180,23S rRNA mG2251 2%27-O-ribose methyltransferase%2C SAM-dependent,,732.0,0,0,0,1,0,1
4408021,-,b4180,23S rRNA mG2251 2%27-O-ribose methyltransferase%2C SAM-dependent,,732.0,0,0,0,1,0,1
4408101,+,b4181,conserved protein%2C DUF2170 family,55.0,402.0,1,0,0,0,0,0
4408888,+,b4182,conserved protein%2C PspA%2FIM30 family,,699.0,0,0,1,0,0,0
4409332,+,b4183,conserved protein%2C DUF2491 family,,660.0,0,0,1,0,0,0
4409816,-,b4183,conserved protein%2C DUF2491 family,,660.0,0,0,0,1,0,1
4410019,+,b4184,inner membrane protein%2C UPF0719 family,,399.0,0,0,1,0,0,0
4410095,+,b4184,inner membrane protein%2C UPF0719 family,,399.0,0,0,1,0,0,0
4410100,+,b4184,inner membrane protein%2C UPF0719 family,,399.0,0,0,1,0,0,0
4411473,-,b4186,glutathionylspermidine synthase homolog,,1164.0,0,0,0,1,0,1
4412146,-,b4186,glutathionylspermidine synthase homolog,,1164.0,0,0,0,1,0,1
4412193,-,b4186,glutathionylspermidine synthase homolog,,1164.0,0,0,0,1,0,1
4413693,+,b4187,DNA alkylation damage repair protein%3B flavin-containing DNA binding protein%2C weak isovaleryl CoA dehydrogenase,,1626.0,0,0,1,0,0,0
4413987,+,b4188,hypothetical protein,,276.0,0,0,0,1,0,1
4414393,-,b4188,hypothetical protein,78.0,276.0,1,0,0,0,0,0
4414807,+,b4190,acyl CoA esterase,168.0,750.0,1,0,0,0,0,1
4414892,-,b4189,bioflm peroxide resistance protein,99.0,330.0,1,0,0,0,0,1
4415243,-,b4190,acyl CoA esterase,,750.0,0,0,0,1,0,1
4415841,-,b4191,transcriptional tepressor for the L-ascorbate utilization %28ula%29 divergon,,756.0,0,0,1,0,0,0
4416564,-,b4191,transcriptional tepressor for the L-ascorbate utilization %28ula%29 divergon,88.0,756.0,1,0,0,0,0,0
4416915,+,b4192,L-ascorbate 6-phosphate lactonase,,1065.0,0,0,0,1,0,1
4416951,-,b4192,L-ascorbate 6-phosphate lactonase,,1065.0,0,0,1,0,0,0
4416970,+,b4192,L-ascorbate 6-phosphate lactonase,,1065.0,0,0,0,1,0,1
4417950,+,b4193,L-ascorbate-specific enzyme IIC component of PTS,53.0,1398.0,1,0,0,0,0,0
4418014,-,b4193,L-ascorbate-specific enzyme IIC component of PTS,,1398.0,0,0,0,1,0,1
4420193,-,b4195,L-ascorbate-specific enzyme IIA component of PTS,,465.0,0,0,0,1,0,1
4420802,+,b4197,L-xylulose 5-phosphate 3-epimerase,67.0,855.0,1,0,0,0,0,0
4421244,+,b4197,L-xylulose 5-phosphate 3-epimerase,,855.0,0,0,1,0,0,0
4422559,-,b4199,hypothetical protein,,276.0,0,0,1,0,0,0
4423048,+,b4200,30S ribosomal subunit protein S6,93.0,396.0,1,0,0,0,0,0
4423728,-,b4201,primosomal protein N,,315.0,0,0,0,1,0,1
4423734,+,b4202,30S ribosomal subunit protein S18,128.0,228.0,0,1,0,0,0,0
4423780,+,b4202,30S ribosomal subunit protein S18,82.0,228.0,1,0,0,0,0,0
4423940,+,b4203,50S ribosomal subunit protein L9,191.0,450.0,0,1,0,0,0,0
4423984,+,b4203,50S ribosomal subunit protein L9,147.0,450.0,1,0,0,0,0,0
4424001,-,b4202,30S ribosomal subunit protein S18,,228.0,0,0,0,1,0,1
4424118,-,b4202,30S ribosomal subunit protein S18,,228.0,0,0,0,1,0,1
4425130,-,b4204,hypothetical protein,,795.0,0,0,1,0,0,0
4425174,+,b4204,hypothetical protein,,795.0,0,0,0,1,0,1
4426765,-,b4206,putative cell envelope opacity-associated protein,25.0,639.0,1,0,0,0,0,0
4426836,+,b4207,FKBP-type peptidyl-prolyl cis-trans isomerase %28rotamase%29,122.0,621.0,0,1,0,0,0,1
4426842,-,b4206,putative cell envelope opacity-associated protein,102.0,639.0,0,1,0,0,0,0
4426857,+,b4207,FKBP-type peptidyl-prolyl cis-trans isomerase %28rotamase%29,101.0,621.0,0,1,0,0,0,0
4426930,+,b4207,FKBP-type peptidyl-prolyl cis-trans isomerase %28rotamase%29,28.0,621.0,1,0,0,0,0,0
4427320,+,b4207,FKBP-type peptidyl-prolyl cis-trans isomerase %28rotamase%29,,621.0,0,0,1,0,0,0
4427595,+,b4208,D-alanine%2FD-serine%2Fglycine transporter,292.0,1413.0,0,1,0,0,0,0
4427700,+,b4208,D-alanine%2FD-serine%2Fglycine transporter,187.0,1413.0,0,1,0,0,0,0
4427793,+,b4208,D-alanine%2FD-serine%2Fglycine transporter,94.0,1413.0,0,1,0,0,0,0
4427803,+,b4208,D-alanine%2FD-serine%2Fglycine transporter,84.0,1413.0,1,0,0,0,0,0
4427816,-,b4208,D-alanine%2FD-serine%2Fglycine transporter,,1413.0,0,0,0,1,0,1
4427883,-,b4208,D-alanine%2FD-serine%2Fglycine transporter,,1413.0,0,0,0,1,0,1
4428663,+,b4208,D-alanine%2FD-serine%2Fglycine transporter,,1413.0,0,0,1,0,0,0
4429371,-,b4209,iron-sulfur cluster repair protein RIC,,663.0,0,0,1,0,0,1
4429424,-,b4209,iron-sulfur cluster repair protein RIC,,663.0,0,0,1,0,0,0
4429676,-,b4209,iron-sulfur cluster repair protein RIC,,663.0,0,0,1,0,0,0
4430032,-,b4209,iron-sulfur cluster repair protein RIC,26.0,663.0,1,0,0,0,0,0
4430651,-,b4210,inner membrane protein%2C DMT transporter family,,966.0,0,0,1,0,0,0
4430854,-,b4210,inner membrane protein%2C DMT transporter family,,966.0,0,0,1,0,0,0
4430978,-,b4210,inner membrane protein%2C DMT transporter family,,966.0,0,0,1,0,0,0
4431141,-,b4210,inner membrane protein%2C DMT transporter family,62.0,966.0,1,0,0,0,0,0
4431543,-,b4211,NAD%28P%29H:quinone oxidoreductase,,861.0,0,0,1,0,0,0
4432106,+,b4212,putative transcriptional regulator%2C HxlR-type%2C DUF24 family,30.0,381.0,1,0,0,0,0,1
4434587,+,b4214,PAPS %28adenosine 3%27-phosphate 5%27-phosphosulfate%29 3%27%282%27%29%2C5%27-bisphosphate nucleotidase,191.0,741.0,1,0,0,0,0,1
4434652,-,b4213,2%27:3%27-cyclic-nucleotide 2%27-phosphodiesterase,64.0,1944.0,1,0,0,0,0,0
4434704,+,b4214,PAPS %28adenosine 3%27-phosphate 5%27-phosphosulfate%29 3%27%282%27%29%2C5%27-bisphosphate nucleotidase,74.0,741.0,0,1,0,0,0,0
4434782,-,b4213,2%27:3%27-cyclic-nucleotide 2%27-phosphodiesterase,194.0,1944.0,0,1,0,0,0,1
4434834,+,b4214,PAPS %28adenosine 3%27-phosphate 5%27-phosphosulfate%29 3%27%282%27%29%2C5%27-bisphosphate nucleotidase,,741.0,0,0,1,0,0,0
4434930,+,b4214,PAPS %28adenosine 3%27-phosphate 5%27-phosphosulfate%29 3%27%282%27%29%2C5%27-bisphosphate nucleotidase,,741.0,0,0,1,0,0,0
4435574,-,b4214,PAPS %28adenosine 3%27-phosphate 5%27-phosphosulfate%29 3%27%282%27%29%2C5%27-bisphosphate nucleotidase,,741.0,0,0,0,1,0,1
4436552,-,b4215,hypothetical protein,,939.0,0,0,0,1,0,1
4436886,-,b4216,putative transcriptional regulator,,555.0,0,0,1,0,0,0
4437157,+,b4216,putative transcriptional regulator,,555.0,0,0,0,1,0,1
4437333,-,b4216,putative transcriptional regulator,48.0,555.0,1,0,0,0,0,0
4437436,+,b4217,conserved protein%2C DUF1107 family,174.0,207.0,0,1,0,0,0,0
4437459,-,b4216,putative transcriptional regulator,174.0,555.0,0,1,0,0,0,0
4437534,+,b4217,conserved protein%2C DUF1107 family,76.0,207.0,1,0,0,0,0,0
4437861,+,b4218,inner membrane protein%2C UPF0053 family,,1344.0,0,0,0,1,0,1
4438121,-,b4218,inner membrane protein%2C UPF0053 family,,1344.0,0,0,1,0,0,0
4438446,-,b4218,inner membrane protein%2C UPF0053 family,,1344.0,0,0,1,0,0,0
4438822,-,b4218,inner membrane protein%2C UPF0053 family,,1344.0,0,0,1,0,0,0
4439152,+,b4218,inner membrane protein%2C UPF0053 family,,1344.0,0,0,0,1,0,1
4439234,+,b4218,inner membrane protein%2C UPF0053 family,,1344.0,0,0,0,1,0,1
4439341,-,b4218,inner membrane protein%2C UPF0053 family,103.0,1344.0,1,0,0,0,0,0
4440096,+,b4219,methionine sulfoxide reductase A,,639.0,0,0,0,1,0,1
4440245,+,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,160.0,1734.0,0,1,0,0,0,1
4440274,+,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,131.0,1734.0,1,0,0,0,0,1
4440286,-,b4219,methionine sulfoxide reductase A,87.0,639.0,1,0,0,0,0,0
4440445,+,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,,1734.0,0,0,1,0,0,0
4440517,+,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,,1734.0,0,0,1,0,0,0
4440836,+,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,,1734.0,0,0,1,0,0,0
4440942,-,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,,1734.0,0,0,0,1,0,1
4441177,+,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,,1734.0,0,0,1,0,0,0
4441711,-,b4220,translocation and assembly module for autotransporter export%2C outer membrane subunit,,1734.0,0,0,0,1,0,1
4442582,+,b4221,translocation and assembly module for autotransporter export%2C inner membrane subunit,,3780.0,0,0,1,0,0,0
4443025,-,b4221,translocation and assembly module for autotransporter export%2C inner membrane subunit,,3780.0,0,0,0,1,0,1
4444374,+,b4221,translocation and assembly module for autotransporter export%2C inner membrane subunit,,3780.0,0,0,1,0,0,0
4444678,-,b4221,translocation and assembly module for autotransporter export%2C inner membrane subunit,,3780.0,0,0,0,1,0,1
4445429,-,b4221,translocation and assembly module for autotransporter export%2C inner membrane subunit,,3780.0,0,0,0,1,0,1
4445686,+,b4222,GGCT-like protein,231.0,342.0,1,0,0,0,0,0
4445839,+,b4222,GGCT-like protein,78.0,342.0,0,1,0,0,0,0
4445931,-,b4221,translocation and assembly module for autotransporter export%2C inner membrane subunit,,3780.0,0,0,0,1,0,1
4446070,-,b4222,GGCT-like protein,,342.0,0,0,0,1,0,1
4446272,+,b4224,antitoxin of the ChpBS toxin-antitoxin system,198.0,252.0,0,1,0,0,0,0
4446427,+,b4224,antitoxin of the ChpBS toxin-antitoxin system,43.0,252.0,1,0,0,0,0,0
4446731,+,b4225,toxin of the ChpB-ChpS toxin-antitoxin system,,351.0,0,0,1,0,0,0
4446733,+,b4225,toxin of the ChpB-ChpS toxin-antitoxin system,,351.0,0,0,1,0,0,0
4447938,+,b4227,galactofuranose binding proteint: periplasmic-binding component of ABC superfamily,47.0,957.0,1,0,0,0,0,0
4447967,+,b4227,galactofuranose binding proteint: periplasmic-binding component of ABC superfamily,18.0,957.0,0,1,0,0,0,0
4451623,+,b4231,putative sugar transporter subunit: membrane component of ABC superfamily,,996.0,0,0,1,0,0,0
4451672,+,b4231,putative sugar transporter subunit: membrane component of ABC superfamily,,996.0,0,0,1,0,0,0
4452475,+,b4231,putative sugar transporter subunit: membrane component of ABC superfamily,,996.0,0,0,1,0,0,0
4452926,+,b4232,fructose-1%2C6-bisphosphatase I,,999.0,0,0,0,1,0,1
4452981,+,b4232,fructose-1%2C6-bisphosphatase I,,999.0,0,0,0,1,0,1
4453018,+,b4232,fructose-1%2C6-bisphosphatase I,,999.0,0,0,0,1,0,1
4453669,-,b4232,fructose-1%2C6-bisphosphatase I,37.0,999.0,1,0,0,0,0,0
4453783,+,b4233,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,25.0,1374.0,0,1,0,0,0,0
4453785,+,b4233,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,23.0,1374.0,1,0,0,0,0,0
4453788,-,b4232,fructose-1%2C6-bisphosphatase I,156.0,999.0,0,1,0,0,0,1
4455039,+,b4233,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,,1374.0,0,0,1,0,0,0
4455972,-,b4234,conserved protein%2C ribosome-associated,84.0,552.0,0,1,0,0,0,1
4455992,-,b4234,conserved protein%2C ribosome-associated,104.0,552.0,1,0,0,0,0,1
4457066,+,b4235,putative peptidase required for the maturation and secretion of the antibiotic peptide MccB17,,1353.0,0,0,1,0,0,0
4457233,+,b4236,pseudo,280.0,366.0,0,1,0,0,0,0
4457272,+,b4236,pseudo,241.0,366.0,0,1,0,0,0,0
4457361,-,b4235,putative peptidase required for the maturation and secretion of the antibiotic peptide MccB17,,1353.0,0,0,0,1,0,1
4457382,+,b4236,pseudo,131.0,366.0,1,0,0,0,0,0
4457524,+,b4236,pseudo,,366.0,0,0,1,0,0,0
4457815,+,b4236,pseudo,,366.0,0,0,1,0,0,0
4458213,-,b4237,anaerobic ribonucleotide reductase activating protein,,465.0,0,0,1,0,0,0
4458368,-,b4237,anaerobic ribonucleotide reductase activating protein,,465.0,0,0,1,0,0,0
4458535,-,b4237,anaerobic ribonucleotide reductase activating protein,148.0,465.0,1,0,0,0,0,0
4458777,-,b4238,anaerobic ribonucleoside-triphosphate reductase,,2139.0,0,0,1,0,0,0
4459953,-,b4238,anaerobic ribonucleoside-triphosphate reductase,,2139.0,0,0,1,0,0,0
4460823,-,b4238,anaerobic ribonucleoside-triphosphate reductase,140.0,2139.0,1,0,0,0,0,0
4460990,+,b4239,trehalose-6-P hydrolase,,1656.0,0,0,0,1,0,1
4461803,+,b4239,trehalose-6-P hydrolase,,1656.0,0,0,0,1,0,1
4463621,-,b4240,fused trehalose%28maltose%29-specific PTS enzyme: IIB component%2FIIC component,,1422.0,0,0,1,0,0,0
4463722,-,b4240,fused trehalose%28maltose%29-specific PTS enzyme: IIB component%2FIIC component,,1422.0,0,0,1,0,0,0
4463895,-,b4240,fused trehalose%28maltose%29-specific PTS enzyme: IIB component%2FIIC component,,1422.0,0,0,1,0,0,0
4463994,+,b4240,fused trehalose%28maltose%29-specific PTS enzyme: IIB component%2FIIC component,,1422.0,0,0,0,1,0,1
4464233,-,b4240,fused trehalose%28maltose%29-specific PTS enzyme: IIB component%2FIIC component,30.0,1422.0,1,0,0,0,0,0
4464454,-,b4240,fused trehalose%28maltose%29-specific PTS enzyme: IIB component%2FIIC component,251.0,1422.0,0,1,0,0,0,0
4464642,-,b4241,DNA-binding transcriptional repressor,,948.0,0,0,1,0,0,0
4464879,-,b4241,DNA-binding transcriptional repressor,,948.0,0,0,1,0,0,0
4464991,+,b4241,DNA-binding transcriptional repressor,,948.0,0,0,0,1,0,1
4465304,+,b4702,regulatory leader peptide for mgtA,150.0,54.0,0,1,0,0,0,1
4465366,-,b4241,DNA-binding transcriptional repressor,97.0,948.0,1,0,0,0,0,1
4465385,+,b4702,regulatory leader peptide for mgtA,69.0,54.0,1,0,0,0,0,0
4466560,-,b4242,magnesium transporter,,2697.0,0,0,0,1,0,1
4467254,-,b4242,magnesium transporter,,2697.0,0,0,0,1,0,1
4467784,+,b4242,magnesium transporter,,2697.0,0,0,1,0,0,0
4467843,+,b4242,magnesium transporter,,2697.0,0,0,1,0,0,0
4468283,-,b4242,magnesium transporter,,2697.0,0,0,0,1,0,1
4468865,+,b4243,conserved protein%2C UPF0131 family,,387.0,0,0,0,1,0,1
4469083,+,b4244,aspartate carbamoyltransferase%2C regulatory subunit,,462.0,0,0,0,1,0,1
4469140,+,b4244,aspartate carbamoyltransferase%2C regulatory subunit,,462.0,0,0,0,1,0,1
4469496,+,b4244,aspartate carbamoyltransferase%2C regulatory subunit,,462.0,0,0,0,1,0,1
4470403,+,b4245,aspartate carbamoyltransferase%2C catalytic subunit,,936.0,0,0,0,1,0,1
4470574,-,b4246,pyrBI operon leader peptide,18.0,135.0,1,0,0,0,0,0
4470768,-,b4246,pyrBI operon leader peptide,212.0,135.0,0,1,0,0,0,0
4471001,-,b4248,conserved protein%2C UPF0131 family,,396.0,0,0,1,0,0,0
4471343,+,b4249,c-di-GMP-binding biofilm dispersal mediator protein,,714.0,0,0,0,1,0,1
4471432,-,b4248,conserved protein%2C UPF0131 family,200.0,396.0,1,0,0,0,0,0
4471499,+,b4249,c-di-GMP-binding biofilm dispersal mediator protein,,714.0,0,0,0,1,0,1
4471699,+,b4249,c-di-GMP-binding biofilm dispersal mediator protein,,714.0,0,0,0,1,0,1
4471967,-,b4249,c-di-GMP-binding biofilm dispersal mediator protein,,714.0,0,0,1,0,0,0
4472119,+,b4251,transcriptional repressor for divergent bdcA,28.0,594.0,1,0,0,0,0,1
4472399,+,b4251,transcriptional repressor for divergent bdcA,,594.0,0,0,1,0,0,0
4472535,-,b4251,transcriptional repressor for divergent bdcA,,594.0,0,0,0,1,0,1
4472550,+,b4251,transcriptional repressor for divergent bdcA,,594.0,0,0,1,0,0,0
4472737,+,b4252,biofilm modulator regulated by toxins,148.0,453.0,0,1,0,0,0,0
4472791,+,b4252,biofilm modulator regulated by toxins,94.0,453.0,0,1,0,0,0,0
4472802,+,b4252,biofilm modulator regulated by toxins,83.0,453.0,1,0,0,0,0,0
4472941,-,b4252,biofilm modulator regulated by toxins,,453.0,0,0,0,1,0,1
4472956,-,b4252,biofilm modulator regulated by toxins,,453.0,0,0,0,1,0,1
4473426,+,b4253,hypothetical protein,34.0,1815.0,1,0,0,0,0,0
4475183,+,b4253,hypothetical protein,,1815.0,0,0,1,0,0,0
4475359,-,b4254,ornithine carbamoyltransferase 1,,1005.0,0,0,1,0,0,1
4476367,-,b4254,ornithine carbamoyltransferase 1,33.0,1005.0,1,0,0,0,0,0
4476373,-,b4254,ornithine carbamoyltransferase 1,39.0,1005.0,0,1,0,0,0,0
4476458,-,b4254,ornithine carbamoyltransferase 1,124.0,1005.0,0,1,0,0,0,1
4476468,+,b4255,protein inhibitor of RNase E,28.0,417.0,1,0,0,0,0,0
4476723,+,b4255,protein inhibitor of RNase E,,417.0,0,0,1,0,0,0
4476847,+,b4255,protein inhibitor of RNase E,,417.0,0,0,1,0,0,0
4476909,-,b4255,protein inhibitor of RNase E,,417.0,0,0,0,1,0,1
4477409,+,b4256,putative acetyltransferase,,504.0,0,0,0,1,0,1
4477554,-,b4256,putative acetyltransferase,,504.0,0,0,1,0,0,0
4477592,-,b4256,putative acetyltransferase,32.0,504.0,1,0,0,0,0,0
4477688,+,b4257,inner membrane protein%2C DUF898 family,65.0,1197.0,1,0,0,0,0,0
4477933,+,b4257,inner membrane protein%2C DUF898 family,,1197.0,0,0,1,0,0,0
4478596,+,b4257,inner membrane protein%2C DUF898 family,,1197.0,0,0,1,0,0,0
4479314,+,b4258,valyl-tRNA synthetase,,2856.0,0,0,0,1,0,1
4479743,-,b4258,valyl-tRNA synthetase,,2856.0,0,0,1,0,0,0
4480356,+,b4258,valyl-tRNA synthetase,,2856.0,0,0,0,1,0,1
4480782,-,b4258,valyl-tRNA synthetase,,2856.0,0,0,1,0,0,0
4481685,+,b4258,valyl-tRNA synthetase,,2856.0,0,0,0,1,0,1
4481800,+,b4258,valyl-tRNA synthetase,,2856.0,0,0,0,1,0,1
4481950,-,b4258,valyl-tRNA synthetase,90.0,2856.0,1,0,0,0,0,0
4481998,+,b4259,DNA polymerase III%2C chi subunit,,444.0,0,0,0,1,0,1
4482296,-,b4259,DNA polymerase III%2C chi subunit,,444.0,0,0,1,0,0,0
4483392,+,b4260,multifunctional aminopeptidase A: a cyteinylglycinase%2C transcription regulator and site-specific recombination factor,,1512.0,0,0,0,1,0,1
